,unit_id,year,under_construction,comm_op,retired,under_construction_all_1980,comm_op_after_1980,permanently_suspended_1980s,unit_name,site_name,status,iso_3166_a3,subdivision_name,latitude,longitude
37,US - 370 ,1990,0,1,0,0.0,0.0,0,MCGUIRE-2,MCGUIRE,Operational,USA,NC,35.4331,-80.9486
38,US - 373 ,1980,1,0,0,1.0,1.0,0,LASALLE-1,LASALLE,Operational,USA,IL,41.2455,-88.6691
39,US - 373 ,1990,0,1,0,0.0,0.0,0,LASALLE-1,LASALLE,Operational,USA,IL,41.2455,-88.6691
40,US - 374 ,1980,1,0,0,1.0,1.0,0,LASALLE-2,LASALLE,Operational,USA,IL,41.2455,-88.6691
41,US - 374 ,1990,0,1,0,0.0,0.0,0,LASALLE-2,LASALLE,Operational,USA,IL,41.2455,-88.6691
42,US - 382 ,1990,0,1,0,0.0,0.0,0,WATERFORD-3,WATERFORD,Operational,USA,LA,29.9953,-90.4716
43,US - 382 ,1980,1,0,0,1.0,1.0,0,WATERFORD-3,WATERFORD,Operational,USA,LA,29.9953,-90.4716
44,US - 387 ,1990,0,1,0,0.0,0.0,0,SUSQUEHANNA-1,SUSQUEHANNA,Operational,USA,PA,41.0919,-76.1462
45,US - 387 ,1980,1,0,0,1.0,1.0,0,SUSQUEHANNA-1,SUSQUEHANNA,Operational,USA,PA,41.0919,-76.1462
46,US - 388 ,1980,1,0,0,1.0,1.0,0,SUSQUEHANNA-2,SUSQUEHANNA,Operational,USA,PA,41.0919,-76.1462
47,US - 388 ,1990,0,1,0,0.0,0.0,0,SUSQUEHANNA-2,SUSQUEHANNA,Operational,USA,PA,41.0919,-76.1462
48,US - 389 ,1990,0,1,0,0.0,0.0,0,ST. LUCIE-2,ST. LUCIE,Operational,USA,FL,27.3486,-80.2464
49,US - 389 ,1980,1,0,0,1.0,1.0,0,ST. LUCIE-2,ST. LUCIE,Operational,USA,FL,27.3486,-80.2464
50,US - 395 ,1990,0,1,0,0.0,0.0,0,SUMMER-1,VIRGIL C. SUMMER,Operational,USA,SC,34.2983,-81.3153
51,US - 395 ,1980,1,0,0,1.0,1.0,0,SUMMER-1,VIRGIL C. SUMMER,Operational,USA,SC,34.2983,-81.3153
52,US - 397 ,1980,1,0,0,1.0,1.0,0,COLUMBIA,COLUMBIA,Operational,USA,WA,46.4711,-119.3339
53,US - 397 ,1990,0,1,0,0.0,0.0,0,COLUMBIA,COLUMBIA,Operational,USA,WA,46.4711,-119.3339
54,US - 400 ,1990,0,1,0,0.0,0.0,0,HARRIS-1,SHEARON HARRIS,Operational,USA,NC,35.6334,-78.9556
55,US - 400 ,1980,1,0,0,1.0,1.0,0,HARRIS-1,SHEARON HARRIS,Operational,USA,NC,35.6334,-78.9556
64,US - 410 ,1980,1,0,0,1.0,1.0,0,NINE MILE POINT-2,NINE MILE POINT,Operational,USA,NY,43.5214,-76.4084
65,US - 410 ,1990,0,1,0,0.0,0.0,0,NINE MILE POINT-2,NINE MILE POINT,Operational,USA,NY,43.5214,-76.4084
66,US - 412 ,1990,0,1,0,0.0,0.0,0,BEAVER VALLEY-2,BEAVER VALLEY,Operational,USA,PA,40.6219,-80.4336
67,US - 412 ,1980,1,0,0,1.0,1.0,0,BEAVER VALLEY-2,BEAVER VALLEY,Operational,USA,PA,40.6219,-80.4336
68,US - 413 ,1990,0,1,0,0.0,0.0,0,CATAWBA-1,CATAWBA,Operational,USA,SC,35.0514,-81.0694
69,US - 413 ,1980,1,0,0,1.0,1.0,0,CATAWBA-1,CATAWBA,Operational,USA,SC,35.0514,-81.0694
70,US - 414 ,1990,0,1,0,0.0,0.0,0,CATAWBA-2,CATAWBA,Operational,USA,SC,35.0514,-81.0694
71,US - 414 ,1980,1,0,0,1.0,1.0,0,CATAWBA-2,CATAWBA,Operational,USA,SC,35.0514,-81.0694
72,US - 416 ,1980,1,0,0,1.0,1.0,0,GRAND GULF-1,GRAND GULF,Operational,USA,MS,32.0081,-91.0478
73,US - 416 ,1990,0,1,0,0.0,0.0,0,GRAND GULF-1,GRAND GULF,Operational,USA,MS,32.0081,-91.0478
74,US - 423 ,1990,0,1,0,0.0,0.0,0,MILLSTONE-3,MILLSTONE,Operational,USA,CT,41.3107,-72.1677
75,US - 423 ,1980,1,0,0,1.0,1.0,0,MILLSTONE-3,MILLSTONE,Operational,USA,CT,41.3107,-72.1677
76,US - 424 ,1980,1,0,0,1.0,1.0,0,VOGTLE-1,VOGTLE,Operational,USA,GA,33.1427,-81.7625
77,US - 424 ,1990,0,1,0,0.0,0.0,0,VOGTLE-1,VOGTLE,Operational,USA,GA,33.1427,-81.7625
78,US - 425 ,1990,0,1,0,0.0,0.0,0,VOGTLE-2,VOGTLE,Operational,USA,GA,33.1427,-81.7625
79,US - 425 ,1980,1,0,0,1.0,1.0,0,VOGTLE-2,VOGTLE,Operational,USA,GA,33.1427,-81.7625
84,US - 440 ,1980,1,0,0,1.0,1.0,0,PERRY-1,PERRY,Operational,USA,OH,41.8006,-81.1439
85,US - 440 ,1990,0,1,0,0.0,0.0,0,PERRY-1,PERRY,Operational,USA,OH,41.8006,-81.1439
88,US - 443 ,1980,1,0,0,1.0,1.0,0,SEABROOK-1,SEABROOK,Operational,USA,NH,42.8992,-70.8489
89,US - 443 ,1990,0,1,0,0.0,0.0,0,SEABROOK-1,SEABROOK,Operational,USA,NH,42.8992,-70.8489
92,US - 445 ,1990,0,1,0,0.0,0.0,0,COMANCHE PEAK-1,COMANCHE PEAK,Operational,USA,TX,32.2984,-97.7855
93,US - 445 ,1980,1,0,0,1.0,1.0,0,COMANCHE PEAK-1,COMANCHE PEAK,Operational,USA,TX,32.2984,-97.7855
94,US - 454 ,1980,1,0,0,1.0,1.0,0,BYRON-1,BYRON,Operational,USA,IL,42.0742,-89.2819
95,US - 454 ,1990,0,1,0,0.0,0.0,0,BYRON-1,BYRON,Operational,USA,IL,42.0742,-89.2819
96,US - 455 ,1980,1,0,0,1.0,1.0,0,BYRON-2,BYRON,Operational,USA,IL,42.0742,-89.2819
97,US - 455 ,1990,0,1,0,0.0,0.0,0,BYRON-2,BYRON,Operational,USA,IL,42.0742,-89.2819
98,US - 456 ,1980,1,0,0,1.0,1.0,0,BRAIDWOOD-1,BRAIDWOOD,Operational,USA,IL,41.2435,-88.2286
99,US - 456 ,1990,0,1,0,0.0,0.0,0,BRAIDWOOD-1,BRAIDWOOD,Operational,USA,IL,41.2435,-88.2286
100,US - 457 ,1990,0,1,0,0.0,0.0,0,BRAIDWOOD-2,BRAIDWOOD,Operational,USA,IL,41.2435,-88.2286
101,US - 457 ,1980,1,0,0,1.0,1.0,0,BRAIDWOOD-2,BRAIDWOOD,Operational,USA,IL,41.2435,-88.2286
102,US - 458 ,1980,1,0,0,1.0,1.0,0,RIVER BEND-1,RIVER BEND,Operational,USA,LA,30.757,-91.3327
103,US - 458 ,1990,0,1,0,0.0,0.0,0,RIVER BEND-1,RIVER BEND,Operational,USA,LA,30.757,-91.3327
108,US - 461 ,1980,1,0,0,1.0,1.0,0,CLINTON-1,CLINTON,Operational,USA,IL,40.1719,-88.8339
109,US - 461 ,1990,0,1,0,0.0,0.0,0,CLINTON-1,CLINTON,Operational,USA,IL,40.1719,-88.8339
112,US - 482 ,1980,1,0,0,1.0,1.0,0,WOLF CREEK,WOLF CREEK,Operational,USA,KS,38.2393,-95.6898
113,US - 482 ,1990,0,1,0,0.0,0.0,0,WOLF CREEK,WOLF CREEK,Operational,USA,KS,38.2393,-95.6898
114,US - 483 ,1980,1,0,0,1.0,1.0,0,CALLAWAY-1,CALLAWAY,Operational,USA,MO,38.7589,-91.7788
115,US - 483 ,1990,0,1,0,0.0,0.0,0,CALLAWAY-1,CALLAWAY,Operational,USA,MO,38.7589,-91.7788
124,US - 498 ,1980,1,0,0,1.0,1.0,0,SOUTH TEXAS-1,SOUTH TEXAS,Operational,USA,TX,28.795,-96.0481
125,US - 498 ,1990,0,1,0,0.0,0.0,0,SOUTH TEXAS-1,SOUTH TEXAS,Operational,USA,TX,28.795,-96.0481
126,US - 499 ,1980,1,0,0,1.0,1.0,0,SOUTH TEXAS-2,SOUTH TEXAS,Operational,USA,TX,28.795,-96.0481
127,US - 499 ,1990,0,1,0,0.0,0.0,0,SOUTH TEXAS-2,SOUTH TEXAS,Operational,USA,TX,28.795,-96.0481
142,US - 528 ,1990,0,1,0,0.0,0.0,0,PALO VERDE-1,PALO VERDE,Operational,USA,AZ,33.3881,-112.8617
143,US - 528 ,1980,1,0,0,1.0,1.0,0,PALO VERDE-1,PALO VERDE,Operational,USA,AZ,33.3881,-112.8617
144,US - 529 ,1990,0,1,0,0.0,0.0,0,PALO VERDE-2,PALO VERDE,Operational,USA,AZ,33.3881,-112.8617
145,US - 529 ,1980,1,0,0,1.0,1.0,0,PALO VERDE-2,PALO VERDE,Operational,USA,AZ,33.3881,-112.8617
146,US - 530 ,1990,0,1,0,0.0,0.0,0,PALO VERDE-3,PALO VERDE,Operational,USA,AZ,33.3881,-112.8617
147,US - 530 ,1980,1,0,0,1.0,1.0,0,PALO VERDE-3,PALO VERDE,Operational,USA,AZ,33.3881,-112.8617
